business,pickup_location,dropoff_location,trip_length,request_to_pickup,total_ride_time,on_scene_to_pickup,on_scene_to_dropoff,time_of_day,date,passenger_fare,driver_total_pay,rideshare_profit,hourly_rate,dollars_per_mile
Uber,28,137,11.47,192.0,1935.0,48.0,1983.0,afternoon,1680825600,54.55,33.26,21.29,60.38,2.9
Uber,185,254,4.19,323.0,627.0,28.0,655.0,morning,1680825600,19.4,11.4,8.0,62.66,2.72
Uber,74,168,3.24,291.0,1561.0,121.0,1682.0,afternoon,1680825600,21.25,19.35,1.9,41.41,5.97
Uber,85,77,4.23,246.0,1190.0,120.0,1310.0,night,1680825600,18.47,17.77,0.7,48.83,4.2
Uber,175,98,1.17,319.0,234.0,11.0,245.0,night,1680825600,13.72,11.17,7.55,164.13,9.55
Uber,227,228,4.75,-412.0,712.0,133.0,845.0,afternoon,1680825600,22.3,13.27,9.03,56.53,2.79
Uber,80,255,1.41,108.0,474.0,37.0,511.0,evening,1680825600,12.74,6.79,5.95,47.84,4.82
Uber,237,50,2.64,354.0,1026.0,121.0,1147.0,night,1680739200,19.85,13.24,6.61,41.56,5.02
Uber,189,61,2.39,313.0,886.0,37.0,923.0,afternoon,1680825600,17.47,11.93,5.54,46.53,4.99
Uber,66,97,1.22,-416.0,547.0,120.0,667.0,morning,1680825600,13.86,7.04,6.82,38.0,5.77
Uber,69,169,1.25,97.0,395.0,24.0,419.0,morning,1680825600,10.66,6.02,4.64,51.72,4.82
Uber,74,74,0.61,133.0,251.0,33.0,284.0,afternoon,1680825600,8.56,5.48,3.08,69.46,8.98
Uber,36,179,7.77,114.0,1427.0,8.0,1435.0,night,1680825600,29.15,23.62,5.53,59.26,3.04
Uber,220,200,1.67,364.0,360.0,37.0,397.0,night,1680912000,8.69,6.44,2.25,58.4,3.86
Uber,18,185,2.26,372.0,629.0,19.0,648.0,night,1680825600,12.97,8.88,4.09,49.33,3.93
Uber,230,68,1.46,139.0,938.0,121.0,1059.0,afternoon,1680912000,25.74,11.04,14.7,37.53,7.56
Uber,256,25,3.59,340.0,1337.0,122.0,1459.0,night,1680825600,24.03,22.34,1.69,55.12,6.22
Uber,138,41,7.92,444.0,1490.0,65.0,1555.0,afternoon,1680912000,41.96,26.37,15.59,61.05,3.33
Uber,82,129,1.63,53.0,668.0,44.0,712.0,morning,1680912000,17.5,11.42,9.08,57.74,7.01
Uber,126,250,2.99,194.0,720.0,122.0,842.0,morning,1680912000,15.11,10.7,4.41,45.75,3.58
Uber,179,223,2.0,167.0,551.0,31.0,582.0,evening,1680825600,12.61,8.04,4.57,49.73,4.02
Uber,216,130,2.89,462.0,1072.0,5.0,1077.0,afternoon,1680912000,18.84,17.38,1.46,58.09,6.01
Uber,97,112,5.33,545.0,1091.0,26.0,1117.0,night,1680825600,34.75,24.27,16.4,78.22,4.55
Uber,119,152,2.88,399.0,917.0,0.0,917.0,night,1680912000,17.46,13.02,4.44,51.11,4.52
Uber,76,76,1.18,442.0,316.0,76.0,392.0,night,1680912000,8.56,5.39,3.17,49.5,4.57
Uber,234,238,5.95,158.0,1364.0,46.0,1410.0,evening,1680825600,29.37,30.56,-1.19,78.03,5.14
Uber,169,247,2.45,204.0,1094.0,107.0,1201.0,morning,1680912000,18.81,13.51,5.3,40.5,5.51
Uber,37,80,1.66,193.0,589.0,38.0,627.0,night,1680912000,13.54,7.72,5.82,44.33,4.65
Uber,64,164,16.84,244.0,1669.0,12.0,1681.0,night,1680825600,62.72,54.4,16.68,116.5,3.23
Uber,216,180,1.84,264.0,2025.0,30.0,2055.0,night,1680998400,25.25,24.72,0.53,43.31,13.43
Uber,162,1,17.85,124.0,2369.0,83.0,2452.0,evening,1680912000,101.04,49.47,51.57,72.63,2.77
Uber,132,14,20.4,360.0,2631.0,0.0,2631.0,evening,1680912000,78.57,65.34,26.62,89.4,3.2
Uber,80,225,0.63,235.0,237.0,111.0,348.0,night,1680998400,8.56,8.02,0.54,82.97,12.73
Uber,237,231,8.29,160.0,1255.0,0.0,1255.0,night,1680912000,65.0,35.44,29.56,101.66,4.28
Uber,97,142,9.28,310.0,1991.0,120.0,2111.0,night,1680912000,45.53,31.06,14.47,52.97,3.35
Uber,79,79,0.89,57.0,733.0,26.0,759.0,evening,1680912000,16.71,13.08,8.63,62.04,14.7
Uber,87,228,7.83,159.0,1411.0,40.0,1451.0,night,1680912000,36.94,23.56,13.38,58.45,3.01
Uber,49,7,8.45,356.0,1311.0,25.0,1336.0,night,1680912000,37.91,26.05,11.86,70.19,3.08
Uber,223,7,2.2,143.0,628.0,74.0,702.0,night,1680998400,17.52,12.07,8.45,61.9,5.49
Uber,166,232,8.76,319.0,2382.0,12.0,2394.0,night,1680912000,27.02,36.76,-7.74,55.28,4.2
Uber,80,189,4.15,258.0,1559.0,126.0,1685.0,afternoon,1680912000,35.08,26.73,14.33,57.11,6.44
Uber,17,144,6.61,220.0,2256.0,120.0,2376.0,night,1680912000,60.57,38.04,22.53,57.64,5.75
Uber,239,239,0.29,219.0,252.0,121.0,373.0,night,1680998400,16.3,9.51,6.79,91.79,32.79
Uber,78,75,6.85,197.0,1558.0,12.0,1570.0,evening,1680912000,32.09,23.65,8.44,54.23,3.45
Uber,125,144,1.16,213.0,633.0,82.0,715.0,night,1680912000,13.65,7.65,6.0,38.52,6.59
Uber,68,229,3.0,206.0,1080.0,118.0,1198.0,night,1680912000,22.92,14.09,8.83,42.34,4.7
Uber,13,1,13.5,181.0,3995.0,120.0,4115.0,afternoon,1680998400,110.49,80.52,48.83,70.44,5.96
Uber,89,165,1.73,425.0,543.0,3.0,546.0,afternoon,1680998400,13.53,7.37,6.16,48.59,4.26
Uber,82,82,1.22,141.0,410.0,14.0,424.0,night,1681084800,9.31,6.15,3.16,52.22,5.04
Uber,50,164,1.58,156.0,755.0,120.0,875.0,morning,1681084800,16.98,9.18,7.8,37.77,5.81
Uber,230,234,1.37,341.0,366.0,20.0,386.0,night,1680998400,18.55,9.39,12.16,87.58,6.85
Uber,152,247,2.16,286.0,767.0,73.0,840.0,afternoon,1680998400,14.44,10.05,4.39,43.07,4.65
Uber,68,164,0.87,254.0,269.0,121.0,390.0,night,1681084800,11.59,6.03,5.56,55.66,6.93
Uber,39,25,6.69,271.0,2079.0,121.0,2200.0,afternoon,1680998400,34.88,28.35,6.53,46.39,4.24
Uber,230,238,4.22,489.0,1141.0,0.0,1141.0,night,1680998400,26.26,18.78,7.48,59.25,4.45
Uber,234,161,2.14,258.0,820.0,26.0,846.0,morning,1680998400,29.3,18.73,10.57,79.7,8.75
Uber,164,233,1.24,230.0,677.0,121.0,798.0,afternoon,1680998400,18.35,11.75,6.6,53.01,9.48
Uber,76,213,16.17,122.0,1516.0,26.0,1542.0,night,1681084800,49.0,36.14,12.86,84.37,2.24
Uber,92,223,6.12,160.0,1440.0,12.0,1452.0,afternoon,1680998400,31.32,21.85,9.47,54.17,3.57
Uber,213,250,2.45,298.0,509.0,0.0,509.0,evening,1680998400,12.58,8.0,4.58,56.58,3.27
Uber,256,168,11.57,184.0,1316.0,120.0,1436.0,night,1680998400,41.85,27.95,13.9,70.07,2.42
Uber,138,196,7.8,451.0,1613.0,0.0,1613.0,evening,1680998400,32.95,25.41,7.54,56.71,3.26
Uber,236,138,8.94,154.0,960.0,30.0,990.0,morning,1681084800,62.71,31.08,39.99,113.02,3.48
Uber,132,144,19.1,254.0,2929.0,203.0,3132.0,morning,1681084800,80.53,52.64,27.89,60.51,2.76
Uber,229,140,0.88,283.0,550.0,122.0,672.0,morning,1681084800,15.28,7.27,8.01,38.95,8.26
Uber,72,188,1.49,251.0,481.0,53.0,534.0,morning,1681084800,11.6,6.85,4.75,46.18,4.6
Uber,256,211,3.29,126.0,1356.0,71.0,1427.0,evening,1681084800,29.71,17.14,12.57,43.24,5.21
Uber,95,56,3.18,144.0,586.0,62.0,648.0,night,1681084800,12.6,9.69,2.91,53.83,3.05
Uber,160,82,0.9,312.0,380.0,99.0,479.0,morning,1681171200,8.71,5.39,3.32,40.51,5.99
Uber,147,126,2.02,101.0,531.0,10.0,541.0,evening,1681084800,8.66,7.64,1.02,50.84,3.78
Uber,61,138,13.22,-4.0,1489.0,223.0,1712.0,night,1681171200,61.78,43.25,26.78,90.95,3.27
Uber,186,79,2.97,234.0,1203.0,50.0,1253.0,afternoon,1681084800,19.35,15.21,4.14,43.7,5.12
Uber,121,130,1.41,171.0,548.0,7.0,555.0,morning,1681084800,14.62,10.11,7.51,65.58,7.17
Uber,107,13,3.04,176.0,1006.0,123.0,1129.0,night,1681084800,27.54,18.45,14.09,58.83,6.07
Uber,65,189,1.83,111.0,816.0,59.0,875.0,afternoon,1681084800,19.53,15.07,9.46,62.0,8.23
Uber,25,166,12.53,163.0,2027.0,48.0,2075.0,night,1681084800,47.75,35.81,11.94,62.13,2.86
Uber,243,236,5.19,202.0,1187.0,96.0,1283.0,afternoon,1681084800,25.57,17.98,7.59,50.45,3.46
Uber,78,18,1.56,243.0,1000.0,11.0,1011.0,morning,1681084800,13.57,11.45,2.12,40.77,7.34
Uber,231,236,8.79,279.0,1240.0,147.0,1387.0,night,1681171200,82.15,50.49,45.65,131.05,5.74
Uber,60,126,1.34,183.0,785.0,49.0,834.0,afternoon,1681171200,11.61,9.14,2.47,39.45,6.82
Uber,162,186,2.03,211.0,683.0,22.0,705.0,night,1681171200,19.24,9.25,9.99,47.23,4.56
Uber,78,241,1.99,373.0,1063.0,0.0,1063.0,night,1681171200,13.95,12.71,1.24,43.04,6.39
Uber,55,39,9.49,232.0,1419.0,82.0,1501.0,morning,1681171200,30.04,30.89,-0.85,74.09,3.26
Uber,116,168,3.18,164.0,723.0,9.0,732.0,night,1681171200,12.39,10.98,1.41,54.0,3.45
Uber,95,131,4.34,118.0,759.0,35.0,794.0,morning,1681171200,19.41,12.83,6.58,58.17,2.96
Uber,177,72,1.93,205.0,882.0,121.0,1003.0,night,1681257600,14.2,12.49,1.71,44.83,6.47
Uber,23,251,1.77,267.0,411.0,4.0,415.0,afternoon,1681171200,11.09,4.7,6.39,40.77,2.66
Uber,7,202,2.25,85.0,657.0,7.0,664.0,night,1681171200,11.74,9.2,2.54,49.88,4.09
Uber,234,161,1.76,118.0,974.0,47.0,1021.0,morning,1681171200,26.97,15.05,15.51,53.07,8.55
Uber,90,145,3.8,374.0,1020.0,50.0,1070.0,night,1681171200,48.64,17.54,31.1,59.01,4.62
Uber,230,232,4.48,158.0,1565.0,121.0,1686.0,morning,1681171200,40.84,24.37,20.06,52.04,5.44
Uber,119,74,3.28,218.0,1118.0,67.0,1185.0,afternoon,1681171200,21.33,14.82,6.51,45.02,4.52
Uber,132,66,18.5,381.0,1737.0,71.0,1808.0,night,1681171200,66.59,46.04,25.55,91.67,2.49
Uber,63,265,38.59,272.0,3033.0,38.0,3071.0,night,1681257600,127.82,81.69,46.13,95.76,2.12
Uber,87,80,5.35,183.0,1106.0,21.0,1127.0,night,1681257600,33.08,17.42,15.66,55.65,3.26
Uber,100,138,9.81,95.0,1759.0,88.0,1847.0,morning,1681257600,69.26,41.22,39.83,80.34,4.2
Uber,95,138,4.17,415.0,902.0,174.0,1076.0,morning,1681257600,67.31,46.29,32.49,154.87,11.1
Uber,181,231,5.34,198.0,1716.0,9.0,1725.0,morning,1681257600,37.78,26.66,14.63,55.64,4.99
Uber,151,262,2.29,170.0,1009.0,5.0,1014.0,afternoon,1681257600,25.83,16.89,13.33,59.96,7.38
Uber,226,226,1.17,52.0,365.0,42.0,407.0,morning,1681257600,9.75,8.63,4.12,76.33,7.38
Uber,164,189,7.1,71.0,3247.0,42.0,3289.0,afternoon,1681257600,49.62,39.85,9.77,43.62,5.61
Uber,181,36,4.2,259.0,1552.0,10.0,1562.0,evening,1681257600,25.32,20.11,5.21,46.35,4.79
Uber,151,236,2.11,90.0,778.0,7.0,785.0,afternoon,1681257600,18.52,10.09,8.43,46.27,4.78
Uber,237,231,4.15,54.0,1389.0,15.0,1404.0,night,1681344000,44.05,28.93,15.12,74.18,6.97
Uber,247,126,5.07,227.0,1265.0,121.0,1386.0,afternoon,1681257600,22.62,18.7,3.92,48.57,3.69
Uber,75,171,11.76,270.0,1532.0,1.0,1533.0,night,1681257600,43.76,30.32,13.44,71.2,2.58
Uber,138,162,8.61,467.0,1872.0,11.0,1883.0,morning,1681257600,63.33,34.8,34.42,66.53,4.04
Uber,157,260,2.36,225.0,692.0,46.0,738.0,morning,1681257600,13.25,11.08,2.17,54.05,4.69
Uber,41,239,2.78,60.0,1044.0,19.0,1063.0,afternoon,1681257600,24.32,13.46,10.86,45.58,4.84
Uber,145,256,4.09,281.0,1165.0,119.0,1284.0,afternoon,1681257600,27.88,16.32,11.56,45.76,3.99
Uber,142,107,3.89,338.0,1455.0,45.0,1500.0,night,1681344000,38.24,24.29,13.95,58.3,6.24
Uber,35,188,3.47,238.0,1274.0,65.0,1339.0,evening,1681344000,23.54,19.67,7.01,52.88,5.67
Uber,97,257,3.5,252.0,1249.0,122.0,1371.0,evening,1681344000,20.73,17.37,3.36,45.61,4.96
Uber,51,167,7.81,125.0,1408.0,23.0,1431.0,night,1681344000,29.17,23.5,5.67,59.12,3.01
Uber,113,68,1.5,457.0,827.0,9.0,836.0,evening,1681344000,11.46,9.74,1.72,41.94,6.49
Uber,174,159,6.09,368.0,1659.0,77.0,1736.0,afternoon,1681344000,23.44,23.59,-0.15,48.92,3.87
Uber,198,34,4.78,247.0,1190.0,8.0,1198.0,night,1681344000,21.69,17.46,4.23,52.47,3.65
Uber,89,89,0.94,214.0,379.0,204.0,583.0,afternoon,1681344000,8.83,6.16,2.67,38.04,6.55
Uber,166,265,20.93,231.0,3021.0,91.0,3112.0,morning,1681344000,101.55,71.34,43.77,82.53,3.41
Uber,50,261,4.3,324.0,1211.0,301.0,1512.0,morning,1681344000,52.7,26.77,25.93,63.74,6.23
Uber,188,177,2.7,250.0,1323.0,51.0,1374.0,evening,1681344000,21.33,16.12,5.21,42.24,5.97
Uber,171,212,8.13,120.0,1236.0,12.0,1248.0,evening,1681344000,24.55,22.36,2.19,64.5,2.75
Uber,161,79,2.81,253.0,1370.0,120.0,1490.0,night,1681344000,35.73,17.15,18.58,41.44,6.1
Uber,158,132,30.05,209.0,2830.0,1903.0,4733.0,morning,1681344000,192.41,137.16,84.38,104.33,4.56
Uber,230,90,2.07,457.0,923.0,4.0,927.0,night,1681344000,37.54,18.71,22.32,72.66,9.04
Uber,35,63,1.3,359.0,453.0,118.0,571.0,night,1681344000,10.66,5.97,4.69,37.64,4.59
Uber,208,239,10.39,370.0,1955.0,18.0,1973.0,afternoon,1681430400,35.28,32.03,3.25,58.44,3.08
Uber,164,163,1.43,196.0,724.0,106.0,830.0,morning,1681430400,10.39,8.74,1.65,37.91,6.11
Uber,138,170,8.53,182.0,2170.0,4.0,2174.0,afternoon,1681430400,57.47,31.61,25.86,52.34,3.71
Uber,203,191,4.87,272.0,778.0,68.0,846.0,morning,1681430400,13.67,13.78,-0.11,58.64,2.83
Uber,143,265,5.52,328.0,1718.0,34.0,1752.0,afternoon,1681430400,47.53,32.54,22.25,66.86,5.89
Uber,164,143,2.1,410.0,900.0,3.0,903.0,morning,1681430400,18.54,11.22,7.32,44.73,5.34
Uber,113,233,2.26,217.0,861.0,116.0,977.0,afternoon,1681430400,19.89,13.69,6.2,50.44,6.06
Uber,142,230,0.89,236.0,395.0,57.0,452.0,morning,1681430400,11.69,5.41,6.28,43.09,6.08
Uber,79,137,1.55,344.0,782.0,80.0,862.0,evening,1681430400,13.65,9.39,4.26,39.22,6.06
Uber,37,181,4.79,142.0,1242.0,88.0,1330.0,night,1681430400,19.56,18.37,1.19,49.72,3.84
Uber,177,19,13.78,371.0,1662.0,16.0,1678.0,morning,1681430400,46.67,33.73,12.94,72.36,2.45
Uber,132,114,18.83,285.0,3001.0,35.0,3036.0,morning,1681430400,74.93,52.95,21.98,62.79,2.81
Uber,219,124,4.72,150.0,2018.0,38.0,2056.0,afternoon,1681430400,40.61,33.54,13.99,58.73,7.11
Uber,89,26,2.71,236.0,741.0,69.0,810.0,morning,1681430400,17.76,15.53,7.23,69.02,5.73
Uber,95,92,3.9,215.0,828.0,30.0,858.0,morning,1681430400,21.38,12.9,8.48,54.13,3.31
Uber,185,18,1.8,242.0,1054.0,53.0,1107.0,evening,1681430400,12.68,12.78,-0.1,41.56,7.1
Uber,212,174,4.9,551.0,1023.0,96.0,1119.0,night,1681430400,20.35,17.31,3.04,55.69,3.53
Uber,167,242,2.4,445.0,618.0,74.0,692.0,morning,1681516800,14.15,8.96,5.19,46.61,3.73
Uber,112,233,4.89,212.0,1428.0,13.0,1441.0,evening,1681430400,39.89,19.85,20.04,49.59,4.06
Uber,76,177,1.09,95.0,259.0,51.0,310.0,morning,1681516800,8.67,5.39,3.28,62.59,4.94
Uber,137,107,0.67,1115.0,256.0,23.0,279.0,night,1681430400,16.66,7.68,8.98,99.1,11.46
Uber,132,265,16.84,496.0,1774.0,121.0,1895.0,night,1681516800,92.4,60.87,47.08,115.64,3.61
Uber,79,209,2.73,325.0,610.0,85.0,695.0,night,1681516800,21.39,15.43,5.96,79.93,5.65
Uber,247,185,4.7,133.0,832.0,36.0,868.0,night,1681516800,16.26,17.74,-1.48,73.58,3.77
Uber,91,35,3.41,196.0,975.0,103.0,1078.0,night,1681430400,19.46,14.06,5.4,46.95,4.12
Uber,40,61,4.08,318.0,1211.0,22.0,1233.0,night,1681430400,25.25,18.74,6.51,54.72,4.59
Uber,263,179,4.99,195.0,1053.0,25.0,1078.0,night,1681516800,26.27,16.46,9.81,54.97,3.3
Uber,230,265,21.37,503.0,2953.0,75.0,3028.0,night,1681430400,85.87,59.61,26.26,70.87,2.79
Uber,7,112,3.55,185.0,1039.0,19.0,1058.0,night,1681430400,19.39,14.43,4.96,49.1,4.06
Uber,130,265,7.32,264.0,864.0,121.0,985.0,morning,1681516800,21.19,19.68,1.51,71.93,2.69
Uber,239,159,7.56,478.0,1624.0,9.0,1633.0,night,1681430400,35.03,25.79,9.24,56.85,3.41
Uber,158,142,3.2,309.0,1447.0,45.0,1492.0,evening,1681430400,29.48,24.28,8.62,58.58,7.59
Uber,61,225,1.03,439.0,190.0,120.0,310.0,night,1681430400,8.2,9.39,-1.19,109.05,9.12
Uber,79,231,1.85,386.0,614.0,22.0,636.0,night,1681603200,25.34,12.95,12.39,73.3,7.0
Uber,153,127,0.9,479.0,373.0,71.0,444.0,evening,1681516800,13.55,9.4,4.15,76.22,10.44
Uber,239,244,6.36,525.0,1137.0,9.0,1146.0,night,1681516800,31.13,23.31,7.82,73.23,3.67
Uber,92,9,3.03,292.0,732.0,5.0,737.0,night,1681516800,18.81,13.86,7.95,67.7,4.57
Uber,148,256,4.18,208.0,872.0,0.0,872.0,night,1681516800,24.37,14.0,10.37,57.8,3.35
Uber,79,249,1.36,157.0,921.0,91.0,1012.0,evening,1681516800,19.53,13.45,9.08,47.85,9.89
Uber,97,143,7.81,329.0,1869.0,19.0,1888.0,night,1681516800,49.63,29.27,20.36,55.81,3.75
Uber,232,66,2.42,572.0,761.0,0.0,761.0,afternoon,1681516800,25.33,10.36,14.97,49.01,4.28
Uber,48,265,4.63,469.0,1286.0,26.0,1312.0,night,1681516800,65.05,39.11,25.94,107.31,8.45
Uber,79,265,4.34,151.0,1338.0,121.0,1459.0,night,1681516800,46.42,20.22,26.2,49.89,4.66
Uber,226,82,3.05,88.0,1048.0,0.0,1048.0,night,1681516800,19.37,13.93,5.44,47.85,4.57
Uber,141,246,3.45,330.0,1278.0,11.0,1289.0,night,1681516800,26.34,20.39,5.95,56.95,5.91
Uber,50,48,0.92,227.0,401.0,65.0,466.0,night,1681516800,10.24,15.75,-5.51,121.67,17.12
Uber,168,241,7.56,1004.0,1392.0,10.0,1402.0,evening,1681516800,22.33,34.01,-11.68,87.33,4.5
Uber,112,144,4.25,339.0,1380.0,54.0,1434.0,evening,1681516800,31.69,21.49,13.14,53.95,5.06
Uber,198,258,3.21,143.0,1196.0,45.0,1241.0,afternoon,1681516800,24.33,17.46,8.87,50.65,5.44
Uber,36,61,2.66,71.0,1079.0,0.0,1079.0,afternoon,1681603200,14.55,13.64,0.91,45.51,5.13
Uber,112,256,1.56,31.0,655.0,7.0,662.0,morning,1681603200,13.54,8.29,5.25,45.08,5.31
Uber,45,95,9.08,185.0,2119.0,15.0,2134.0,evening,1681603200,40.91,31.85,9.06,53.73,3.51
Uber,258,258,2.7,384.0,817.0,122.0,939.0,night,1681603200,20.2,12.71,7.49,48.73,4.71
Uber,25,255,4.08,146.0,1130.0,27.0,1157.0,morning,1681603200,28.89,19.87,11.71,61.83,4.87
Uber,138,231,16.81,386.0,1900.0,82.0,1982.0,evening,1681603200,72.07,43.87,28.2,79.68,2.61
Uber,67,129,14.02,139.0,2549.0,38.0,2587.0,afternoon,1681603200,57.41,42.55,14.86,59.21,3.03
Uber,226,7,1.36,265.0,612.0,121.0,733.0,evening,1681603200,12.52,7.59,4.93,37.28,5.58
Uber,80,42,11.56,335.0,1278.0,18.0,1296.0,morning,1681603200,41.06,27.26,13.8,75.72,2.36
Uber,72,203,12.06,332.0,2149.0,38.0,2187.0,evening,1681603200,42.8,36.05,6.75,59.34,2.99
Uber,158,186,1.94,186.0,636.0,0.0,636.0,morning,1681603200,34.32,15.96,18.36,90.34,8.23
Uber,134,180,3.06,288.0,954.0,93.0,1047.0,evening,1681603200,19.05,13.44,5.61,46.21,4.39
Uber,23,206,7.64,531.0,2265.0,15.0,2280.0,afternoon,1681603200,24.46,31.33,-6.87,49.47,4.1
Uber,203,219,1.85,532.0,690.0,99.0,789.0,evening,1681603200,10.66,9.1,1.56,41.52,4.92
Uber,186,231,2.55,139.0,637.0,5.0,642.0,night,1681603200,19.46,9.34,10.12,52.37,3.66
Uber,113,230,2.26,169.0,735.0,17.0,752.0,afternoon,1681603200,23.66,12.07,13.78,57.78,5.34
Uber,237,113,3.04,405.0,726.0,0.0,726.0,morning,1681689600,22.41,12.56,9.85,62.28,4.13
Uber,71,72,1.69,63.0,755.0,45.0,800.0,afternoon,1681689600,11.64,9.32,2.32,41.94,5.51
Uber,246,71,10.27,307.0,2108.0,49.0,2157.0,night,1681603200,38.5,33.57,4.93,56.03,3.27
Uber,121,82,5.47,198.0,621.0,6.0,627.0,night,1681689600,15.97,13.12,2.85,75.33,2.4
Uber,71,91,2.23,116.0,643.0,21.0,664.0,night,1681689600,13.26,8.98,4.28,48.69,4.03
Uber,225,140,7.45,707.0,2687.0,41.0,2728.0,morning,1681689600,82.03,51.76,41.21,68.3,6.95
Uber,243,243,1.1,270.0,494.0,112.0,606.0,morning,1681689600,10.42,8.34,2.08,49.54,7.58
Uber,230,138,10.29,77.0,1742.0,40.0,1782.0,morning,1681689600,76.92,36.45,46.96,73.64,3.54
Uber,232,4,0.57,60.0,277.0,35.0,312.0,afternoon,1681689600,11.16,5.59,5.57,64.5,9.81
Uber,182,58,3.65,191.0,870.0,120.0,990.0,afternoon,1681689600,18.55,13.28,5.27,48.29,3.64
Uber,216,196,4.76,236.0,1105.0,115.0,1220.0,morning,1681689600,27.18,16.64,10.54,49.1,3.5
Uber,243,168,3.98,260.0,1087.0,121.0,1208.0,morning,1681689600,22.95,15.85,7.1,47.24,3.98
Uber,68,1,15.06,255.0,3256.0,121.0,3377.0,evening,1681689600,89.24,54.23,35.01,57.81,3.6
Uber,244,151,3.66,380.0,968.0,46.0,1014.0,afternoon,1681689600,25.69,16.4,11.68,58.22,4.48
Uber,97,265,103.36,266.0,6727.0,121.0,6848.0,night,1681603200,316.18,226.73,89.45,119.19,2.19
Uber,68,14,12.62,109.0,2303.0,4.0,2307.0,evening,1681689600,63.36,44.21,25.04,68.99,3.5
Uber,185,234,12.47,465.0,4447.0,6.0,4453.0,morning,1681776000,115.81,66.69,49.12,53.92,5.35
Uber,80,37,2.6,157.0,1026.0,29.0,1055.0,night,1681776000,17.32,13.19,4.13,45.01,5.07
Uber,109,84,1.44,146.0,301.0,19.0,320.0,evening,1681776000,13.71,9.4,8.31,105.75,6.53
Uber,51,69,8.57,445.0,1190.0,59.0,1249.0,night,1681689600,28.16,22.44,5.72,64.68,2.62
Uber,230,114,2.87,98.0,1447.0,6.0,1453.0,afternoon,1681776000,24.06,17.37,6.69,43.04,6.05
Uber,162,50,1.38,90.0,1240.0,20.0,1260.0,afternoon,1681776000,24.34,14.11,10.23,40.31,10.22
Uber,97,91,5.27,57.0,1496.0,31.0,1527.0,night,1681689600,30.14,21.27,8.87,50.15,4.04
Uber,61,17,1.76,189.0,549.0,75.0,624.0,morning,1681776000,12.1,7.47,4.63,43.1,4.24
Uber,168,174,7.28,211.0,2653.0,123.0,2776.0,evening,1681776000,33.2,36.02,-2.82,46.71,4.95
Uber,215,133,15.39,401.0,3065.0,48.0,3113.0,morning,1681776000,56.13,49.17,6.96,56.86,3.19
Uber,47,247,1.84,293.0,978.0,115.0,1093.0,morning,1681776000,15.55,11.61,3.94,38.24,6.31
Uber,80,37,1.0,318.0,373.0,180.0,553.0,evening,1681776000,8.73,5.4,3.33,35.15,5.4
Lyft,72,61,1.53,542.0,1084.0,53.0,1137.0,afternoon,1681776000,11.43,27.8,-16.37,88.02,18.12
Uber,35,35,0.94,457.0,363.0,121.0,484.0,morning,1681776000,11.53,9.01,2.52,67.02,9.59
Uber,206,187,1.43,358.0,316.0,109.0,425.0,night,1681776000,8.36,5.39,2.97,45.66,3.77
Uber,249,231,1.11,70.0,774.0,1.0,775.0,afternoon,1681776000,19.64,11.99,7.65,55.7,10.8
Uber,183,250,3.6,160.0,545.0,22.0,567.0,morning,1681862400,16.59,13.04,6.55,82.79,3.62
Uber,235,254,6.25,281.0,2107.0,47.0,2154.0,afternoon,1681862400,11.83,15.78,-3.95,26.37,2.52
Uber,228,14,0.28,109.0,118.0,14.0,132.0,morning,1681862400,7.83,5.4,2.43,147.27,19.29
Uber,51,126,6.88,312.0,1012.0,105.0,1117.0,morning,1681862400,23.3,18.55,4.75,59.79,2.7
Uber,186,132,17.31,140.0,2097.0,120.0,2217.0,morning,1681862400,99.75,59.45,57.29,96.54,3.43
Uber,164,233,1.01,166.0,594.0,40.0,634.0,morning,1681862400,19.53,10.14,12.39,57.58,10.04
Uber,160,92,4.76,299.0,2037.0,60.0,2097.0,evening,1681862400,21.87,21.19,0.68,36.38,4.45
Uber,224,170,1.97,242.0,725.0,46.0,771.0,night,1681776000,9.48,11.53,-2.05,53.84,5.85
Uber,238,229,3.11,355.0,1605.0,58.0,1663.0,afternoon,1681862400,31.1,19.76,11.34,42.78,6.35
Uber,198,102,2.48,221.0,645.0,5.0,650.0,morning,1681862400,18.26,11.07,7.19,61.31,4.46
Uber,196,82,1.57,280.0,609.0,11.0,620.0,night,1681776000,13.67,9.98,5.69,57.95,6.36
Uber,216,180,2.0,168.0,690.0,31.0,721.0,evening,1681862400,13.33,9.12,4.21,45.54,4.56
Uber,164,161,1.08,111.0,579.0,0.0,579.0,morning,1681862400,17.58,8.03,10.55,49.93,7.44
Uber,7,223,2.47,154.0,756.0,0.0,756.0,morning,1681862400,18.41,10.38,8.03,49.43,4.2
Uber,91,76,4.46,152.0,1565.0,47.0,1612.0,evening,1681862400,24.99,20.57,4.42,45.94,4.61
Uber,74,116,3.87,454.0,870.0,77.0,947.0,morning,1681862400,19.39,18.29,1.1,69.53,4.73
Uber,137,186,1.39,552.0,1145.0,263.0,1408.0,afternoon,1681948800,28.07,16.32,15.48,41.73,11.74
Uber,50,186,1.45,209.0,417.0,71.0,488.0,night,1681948800,13.69,8.63,6.06,63.66,5.95
Uber,56,138,4.07,224.0,511.0,56.0,567.0,night,1681948800,19.4,10.16,9.24,64.51,2.5
